order,family,genus,species,binomial,adult_body_mass_g,adult_head_body_len_mm,gestation_days,litter_size,litters_per_year,max_longevity_months,weaning_age_days,neonate_body_mass_g,sexual_maturity_age_days,diet_breadth,habitat_breadth,trophic_level,home_range_km2,pop_density_per_km2,geog_range_km2
Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Dasyurus geoffroii,1106.62,348.9,17.66,5.47,1.0,60.0,154.12,0.01,417.36,2,1,3,2.73,2.3,153816.13
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Dasyurus hallucatus,470.92,214.16,,6.39,1.0,34.8,141.89,,374.16,,1,,0.02,16.24,578100.34
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus maculatus,3284.15,427.29,21.0,4.47,1.0,60.0,134.99,,374.39,3,2,2,1.36,3.49,580449.23
Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,Dasyurus spartacus,885.67,356.27,19.12,6.78,,,97.65,,,5,1,2,,,990.45
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Dasyurus viverrinus,1101.49,333.38,20.5,4.7,1.0,81.6,156.6,0.01,372.1,4,2,2,0.33,19.0,66496.29
Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia madagascariensis,2731.37,400.0,166.48,1.01,0.42,291.6,197.7,121.79,834.72,6,2,2,0.06,39.79,141979.73
Rodentia,Nesomyidae,Delanymys,brooksi,Delanymys brooksi,4.99,,,3.19,,24.0,,,,,,,,872.48,50029.97
Rodentia,Muridae,Dipodillus,simoni,Dipodillus simoni,17.4,,25.54,4.68,,,,,97.02,,,,,,654044.16
Rodentia,Heteromyidae,Dipodomys,agilis,Dipodomys agilis,60.21,,,2.6,2.0,,,,210.0,,,,0.002396454,687.9,59736.35
Rodentia,Heteromyidae,Dipodomys,californicus,Dipodomys californicus,84.95,115.15,,2.6,2.0,,,,,4,,1,,,86283.94
Rodentia,Heteromyidae,Dipodomys,compactus,Dipodomys compactus,49.25,167.81,,1.94,,,,,,,,,,,48975.08
Rodentia,Heteromyidae,Dipodomys,deserti,Dipodomys deserti,107.63,138.11,30.5,3.36,2.5,,24.17,4.08,50.88,5,2,1,,160.5,308413.93
Rodentia,Heteromyidae,Dipodomys,elator,Dipodomys elator,105.82,119.5,,2.91,,,,,,4,,2,0.00073307,1284.37,12077.2
Rodentia,Heteromyidae,Dipodomys,gravipes,Dipodomys gravipes,83.96,129.04,,,,,,,,,2,,,,2231.05
Rodentia,Heteromyidae,Dipodomys,heermanni,Dipodomys heermanni,63.08,111.25,30.99,3.11,2.0,28.8,25.9,3.7,53.13,4,2,2,,1160.33,70348.64
Rodentia,Heteromyidae,Dipodomys,ingens,Dipodomys ingens,113.61,147.83,,4.77,,,,,,3,2,2,0.000314541,3868.35,6724.92
Rodentia,Heteromyidae,Dipodomys,merriami,Dipodomys merriami,37.91,98.54,30.77,2.39,1.75,24.0,20.42,3.29,67.11,1,,1,0.001745298,373.61,1420055.67
Rodentia,Heteromyidae,Dipodomys,microps,Dipodomys microps,56.26,112.47,30.99,2.37,1.0,,21.0,4.0,147.92,3,2,2,0.03,1160.36,392813.73
Rodentia,Heteromyidae,Dipodomys,nelsoni,Dipodomys nelsoni,87.93,127.5,,1.94,,,,,,1,2,1,,373.61,193502.54
Rodentia,Heteromyidae,Dipodomys,nitratoides,Dipodomys nitratoides,41.59,97.45,32.89,2.14,,,22.37,2.96,95.24,2,2,1,,,11321.45
Rodentia,Heteromyidae,Dipodomys,ordii,Dipodomys ordii,50.4,113.92,29.69,2.95,2.0,117.6,,4.99,86.77,5,,2,0.004440926,297.0,3426002.61
Rodentia,Heteromyidae,Dipodomys,panamintinus,Dipodomys panamintinus,73.67,120.46,29.44,3.78,,,27.89,4.5,,,2,,0.003884943,,61106.76
Rodentia,Heteromyidae,Dipodomys,phillipsii,Dipodomys phillipsii,41.0,95.86,,2.59,,,,,,3,2,1,,,177725.95
Rodentia,Heteromyidae,Dipodomys,spectabilis,Dipodomys spectabilis,124.61,141.14,23.5,2.67,2.0,36.0,23.47,7.74,310.33,4,2,2,0.000506179,397.71,525470.85
Rodentia,Heteromyidae,Dipodomys,stephensi,Dipodomys stephensi,68.49,116.5,,2.68,2.0,,19.86,4.4,,1,,1,0.000790491,3379.99,8439.21
Rodentia,Heteromyidae,Dipodomys,venustus,Dipodomys venustus,81.52,126.49,,1.73,1.5,,,,,2,2,1,,,16390.36
Rodentia,Dipodidae,Dipus,sagitta,Dipus sagitta,89.0,,27.5,3.49,2.0,,,,,7,,2,,,5074051.06
Diprotodontia,Acrobatidae,Distoechurus,pennatus,Distoechurus pennatus,52.74,117.66,,1.31,,24.0,,,,4,1,2,,,234473.26
Chiroptera,Pteropodidae,Dobsonia,anderseni,Dobsonia anderseni,233.99,,,,,,,,,,,,,,22628.33
Chiroptera,Pteropodidae,Dobsonia,beauforti,Dobsonia beauforti,165.35,161.28,,0.99,1.0,,,,,,1,,,,7965.78
Chiroptera,Pteropodidae,Dobsonia,crenulata,Dobsonia crenulata,218.21,178.14,,,,,,,,,,,,,25941.38
Chiroptera,Pteropodidae,Dobsonia,emersa,Dobsonia emersa,201.06,164.32,,,,,,,,,1,,,,2639.5
Chiroptera,Pteropodidae,Dobsonia,exoleta,Dobsonia exoleta,302.03,202.74,,,,,,,,,1,,,,174051.74
Chiroptera,Pteropodidae,Dobsonia,inermis,Dobsonia inermis,152.6,173.98,,0.99,2.0,,,,,,1,,,,34503.07
Chiroptera,Pteropodidae,Dobsonia,magna,Dobsonia magna,465.0,,,,,,165.0,,755.15,,,,,,512543.88
Chiroptera,Pteropodidae,Dobsonia,minor,Dobsonia minor,85.95,,,0.99,2.0,,,,,1,1,1,,,340450.08
Chiroptera,Pteropodidae,Dobsonia,moluccensis,Dobsonia moluccensis,447.64,,156.43,0.99,1.0,,166.2,73.9,714.83,1,1,1,,,45157.74
Chiroptera,Pteropodidae,Dobsonia,pannietensis,Dobsonia pannietensis,239.19,186.23,,0.98,,,,,,1,1,1,,,5451.04
Chiroptera,Pteropodidae,Dobsonia,peronii,Dobsonia peronii,226.51,,,0.98,,,,52.4,,1,1,1,,,84055.51
Chiroptera,Pteropodidae,Dobsonia,praedatrix,Dobsonia praedatrix,178.74,161.13,,1.0,2.0,,,32.0,,1,1,1,,,24235.72
Chiroptera,Pteropodidae,Dobsonia,viridis,Dobsonia viridis,240.66,,,,,,,,,,1,,,,225635.37
Rodentia,Caviidae,Dolichotis,patagonum,Dolichotis patagonum,8000.0,663.84,97.97,1.75,3.5,168.0,76.28,578.96,216.03,2,2,1,0.69,,824849.06
Rodentia,Caviidae,Dolichotis,salinicola,Dolichotis salinicola,1607.6,,77.5,1.94,,,,199.0,,4,1,1,,,709321.91
Carnivora,Herpestidae,Dologale,dybowskii,Dologale dybowskii,361.92,289.15,,4.0,,,,,,,1,,,,433013.15
Artiodactyla,Bovidae,Dorcatragus,megalotis,Dorcatragus megalotis,10918.12,779.98,,1.0,,168.0,,,,3,1,1,,,77951.19
Diprotodontia,Macropodidae,Dorcopsis,atrata,Dorcopsis atrata,6198.87,591.38,,1.01,,96.0,362.93,,517.3,5,1,2,,,193.45
Diprotodontia,Macropodidae,Dorcopsis,hageni,Dorcopsis hageni,5499.99,537.62,,1.01,,,304.99,,517.3,3,1,2,,,137660.44
Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Dorcopsis luctuosa,4939.56,663.46,,1.01,,96.0,300.95,,513.75,3,1,1,,,61047.01
Diprotodontia,Macropodidae,Dorcopsis,muelleri,Dorcopsis muelleri,5370.79,678.67,,1.0,,91.2,269.23,,,,1,,,,63643.38
Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Dorcopsulus macleayi,2780.54,399.68,,1.24,,,,,,2,1,1,,,4202.6
Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,Dorcopsulus vanheurni,1890.36,386.89,,1.18,,,,,,2,1,1,,,147605.92
Rodentia,Sciuridae,Dremomys,everetti,Dremomys everetti,129.78,203.5,,,,,,,,5,2,2,,,34475.51
Rodentia,Sciuridae,Dremomys,lokriah,Dremomys lokriah,226.99,,,3.68,,85.2,,,,,1,,,,365201.53
Rodentia,Sciuridae,Dremomys,pernyi,Dremomys pernyi,198.63,,,,,,,,,,1,,,,948328.77
Rodentia,Sciuridae,Dremomys,rufigenis,Dremomys rufigenis,200.32,202.68,,,,,,,,,,,,,1070548.68
Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Dromiciops gliroides,25.0,105.74,,3.0,,38.4,,,556.85,6,2,2,,49.99,58876.08
Rodentia,Gliridae,Dryomys,laniger,Dryomys laniger,25.91,105.0,30.2,4.18,1.0,,31.32,,,4,3,2,,,612.63
Rodentia,Gliridae,Dryomys,nitedula,Dryomys nitedula,29.5,105.0,24.5,3.24,1.0,48.0,31.32,1.57,,4,3,2,,,4841456.73
Sirenia,Dugongidae,Dugong,dugon,Dugong dugon,295000.0,2550.0,372.52,1.0,,840.0,545.94,23452.07,3775.76,4,1,2,47.17,,
Chiroptera,Pteropodidae,Dyacopterus,spadiceus,Dyacopterus spadiceus,81.1,129.3,,,,,,,,,1,,,,121150.39
Soricomorpha,Talpidae,Dymecodon,pilirostris,Dymecodon pilirostris,15.46,65.87,40.0,3.0,1.0,,,,,1,2,3,,4999.99,19085.78
Rodentia,Echimyidae,Echimys,chrysurus,Echimys chrysurus,609.99,296.11,,1.94,,,,,,2,1,1,,6.2,1259228.06
Rodentia,Echimyidae,Echimys,saturnus,Echimys saturnus,626.89,,,,,,,,,,,,,,159720.92
Rodentia,Echimyidae,Echimys,semivillosus,Echimys semivillosus,282.36,,,,,,,,,1,1,1,,35.43,276412.12
Rodentia,Erethizontidae,Echinoprocta,rufescens,Echinoprocta rufescens,831.79,,,,,,,,,,,,,,32259.39
Afrosoricida,Tenrecidae,Echinops,telfairi,Echinops telfairi,152.25,160.0,62.54,5.49,1.0,156.0,31.18,7.49,278.42,1,2,3,,,61701.13
Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,Echinosorex gymnura,756.53,327.7,37.74,1.9,2.0,84.0,,14.24,,3,2,2,,,1374526.86
Peramelemorphia,Peramelidae,Echymipera,clara,Echymipera clara,1204.61,340.92,,2.2,,,,,,2,2,2,0.01,,79519.52
Peramelemorphia,Peramelidae,Echymipera,davidi,Echymipera davidi,817.05,375.82,,,,,,,,,,,,,280.1
Peramelemorphia,Peramelidae,Echymipera,echinista,Echymipera echinista,1204.61,348.94,,,,,,,,,,,,,547.08
Peramelemorphia,Peramelidae,Echymipera,kalubu,Echymipera kalubu,825.16,270.27,13.03,2.07,,,,,,3,,2,0.01,,546845.23
Peramelemorphia,Peramelidae,Echymipera,rufescens,Echymipera rufescens,1051.48,452.54,,2.18,,34.8,,,,,1,,,,844307.77
Chiroptera,Phyllostomidae,Ectophylla,alba,Ectophylla alba,5.55,,,0.99,2.0,,24.98,,,1,1,1,,,138091.24
Chiroptera,Pteropodidae,Eidolon,dupreanum,Eidolon dupreanum,297.58,202.5,131.32,1.22,1.0,240.0,,49.99,,4,1,1,,,594211.19
Chiroptera,Pteropodidae,Eidolon,helvum,Eidolon helvum,254.61,182.58,164.36,1.08,1.0,261.99,60.83,48.28,,2,1,1,,,18942406.16
Carnivora,Mustelidae,Eira,barbara,Eira barbara,4134.99,612.64,66.74,2.14,,216.0,94.46,83.0,766.15,2,2,2,11.4,1.77,13411787.9
Artiodactyla,Cervidae,Elaphodus,cephalophus,Elaphodus cephalophus,23087.87,,181.24,1.0,,,,,631.37,,,,,,1959738.34
Artiodactyla,Cervidae,Elaphurus,davidianus,Elaphurus davidianus,165989.17,,286.49,1.22,,279.6,155.59,10467.5,,2,1,1,,,
Rodentia,Heptaxodontidae,Elasmodontomys,obliquus,Elasmodontomys obliquus,13700.0,,,,,,,,,,,,,,
Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,Elephantulus brachyrhynchus,45.11,115.62,,1.54,,,,,,1,2,3,,33.09,4159026.28
Macroscelidea,Macroscelididae,Elephantulus,edwardii,Elephantulus edwardii,49.69,118.86,,1.8,,,27.28,11.9,,,1,,,1470.41,143549.15
Macroscelidea,Macroscelididae,Elephantulus,fuscipes,Elephantulus fuscipes,57.0,,,0.96,,,,,,,,,,,204288.74
Carnivora,Mustelidae,Enhydra,lutris,Enhydra lutris,27410.93,1435.71,238.0,0.96,,360.0,178.98,1894.37,1022.33,6,1,2,3.43,6.46,
Rodentia,Sciuridae,Eoglaucomys,fimbriatus,Eoglaucomys fimbriatus,510.0,,,3.74,2.0,,75.47,,,,1,,,,120532.97
Rodentia,Cricetidae,Eolagurus,luteus,Eolagurus luteus,26.0,,,7.5,3.5,,,,24.91,,,,,,358386.88
Chiroptera,Pteropodidae,Eonycteris,major,Eonycteris major,70.7,,,1.0,,,,12.99,,1,1,1,,,328195.7
Chiroptera,Pteropodidae,Eonycteris,robusta,Eonycteris robusta,78.36,,,,,,,,,,,,,,223952.0
Chiroptera,Pteropodidae,Eonycteris,spelaea,Eonycteris spelaea,58.7,123.83,152.18,1.0,2.0,60.0,59.95,14.6,357.41,2,1,2,,,3882233.27
Rodentia,Spalacidae,Eospalax,fontanierii,Eospalax fontanierii,256.76,,,,,,,9.02,,,,,,,952910.54
Rodentia,Cricetidae,Eothenomys,melanogaster,Eothenomys melanogaster,19.59,92.88,,1.8,,,,,,,,,,,1184509.86
Soricomorpha,Soricidae,Episoriculus,fumidus,Episoriculus fumidus,6.95,67.39,,3.42,,,,,,,,,,,36065.98
Rodentia,Sciuridae,Epixerus,ebii,Epixerus ebii,520.96,287.54,,2.0,,,,,,1,2,1,,,312109.1
Chiroptera,Pteropodidae,Epomophorus,crypturus,Epomophorus crypturus,95.04,,91.24,0.99,1.5,,60.83,,,1,,1,,,2059789.46
Chiroptera,Pteropodidae,Epomophorus,gambianus,Epomophorus gambianus,134.59,159.41,156.43,0.98,2.0,,59.99,9.96,,2,1,1,,,3524240.83
Chiroptera,Pteropodidae,Epomophorus,grandis,Epomophorus grandis,49.42,135.96,,,,,,,,2,1,1,,,775.34
Chiroptera,Pteropodidae,Epomophorus,labiatus,Epomophorus labiatus,69.65,94.33,156.43,0.99,2.0,,,11.0,,2,1,1,,,3251459.29
Chiroptera,Pteropodidae,Epomophorus,minor,Epomophorus minor,44.76,,,,,,,,,1,,1,,,
Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Epomophorus wahlbergi,93.59,131.69,156.43,0.99,2.0,,668.8,,,2,1,1,,,5397486.84
