species,family,order,mass_g,wing_length_mm,beak_length_culmen_mm,beak_length_nares_mm,beak_width_mm,beak_depth_mm,tarsus_length_mm,tail_length_mm,kipps_distance_mm,hand_wing_index,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size_km2,centroid_latitude,centroid_longitude
Chalcostigma ruficeps,Trochilidae,Caprimulgiformes,3.4,57.9,15.8,11.6,2.0,1.9,5.4,42.1,36.0,61.9,Forest,1,1,Herbivore,Nectarivore,Aerial,123503.39,-11.97,-72.98
Chalcostigma stanleyi,Trochilidae,Caprimulgiformes,5.8,66.1,14.2,9.0,1.6,1.7,6.1,56.6,38.2,58.3,Grassland,3,1,Herbivore,Nectarivore,Aerial,120440.27,-10.13,-73.98
Chalybura buffonii,Trochilidae,Caprimulgiformes,6.8,63.9,26.7,20.8,2.5,2.6,4.4,40.7,43.2,66.0,Forest,1,1,Herbivore,Nectarivore,Aerial,503108.33,8.2,-73.48
Chalybura urochrysia,Trochilidae,Caprimulgiformes,6.4,65.2,26.2,21.1,2.6,2.8,6.0,40.2,43.2,67.0,Forest,1,1,Herbivore,Nectarivore,Aerial,208991.28,8.1,-79.91
Chlorostilbon assimilis,Trochilidae,Caprimulgiformes,2.6,44.8,16.4,12.2,1.7,1.5,2.5,28.8,29.7,66.3,Forest,2,1,Herbivore,Nectarivore,Aerial,49348.26,8.44,-80.76
Chlorostilbon auriceps,Trochilidae,Caprimulgiformes,2.6,43.2,16.2,11.9,1.4,1.7,3.0,35.1,29.6,68.6,Shrubland,2,1,Herbivore,Nectarivore,Aerial,206600.43,19.6,-102.22
Chlorostilbon canivetii,Trochilidae,Caprimulgiformes,2.6,46.8,15.4,12.8,1.9,1.8,3.3,29.2,31.0,67.2,Forest,2,1,Herbivore,Nectarivore,Aerial,577326.32,16.98,-90.58
Chlorostilbon forficatus,Trochilidae,Caprimulgiformes,2.6,47.2,16.8,12.9,1.6,1.7,4.2,37.8,33.2,70.3,Forest,2,1,Herbivore,Nectarivore,Aerial,488.3,20.44,-86.91
Chlorostilbon gibsoni,Trochilidae,Caprimulgiformes,2.6,49.4,19.2,13.6,1.9,1.5,5.0,28.1,31.2,66.9,Woodland,2,2,Herbivore,Nectarivore,Aerial,309533.13,8.72,-73.01
Chlorostilbon lucidus,Trochilidae,Caprimulgiformes,3.5,49.6,16.9,14.8,2.5,1.9,3.5,27.8,28.6,62.3,Shrubland,2,2,Herbivore,Nectarivore,Aerial,5788276.16,-19.91,-51.8
Chlorostilbon maugaeus,Trochilidae,Caprimulgiformes,3.1,46.0,17.4,13.9,1.8,1.8,4.3,27.8,29.4,63.8,Forest,1,1,Herbivore,Nectarivore,Aerial,8774.42,18.23,-66.48
Chlorostilbon mellisugus,Trochilidae,Caprimulgiformes,2.6,45.2,16.3,14.6,2.2,1.9,3.9,26.7,30.6,67.1,Forest,2,2,Herbivore,Nectarivore,Aerial,4103961.43,-2.51,-66.49
Chlorostilbon notatus,Trochilidae,Caprimulgiformes,4.2,48.0,19.4,14.8,1.8,1.9,4.3,30.0,32.1,67.0,Forest,3,1,Herbivore,Nectarivore,Aerial,4700543.44,-1.6,-59.99
Chlorostilbon olivaresi,Trochilidae,Caprimulgiformes,3.7,46.7,22.2,19.0,1.4,4.7,4.7,29.0,30.3,64.9,Shrubland,2,1,Herbivore,Nectarivore,Aerial,6529.26,0.06,-73.15
Chlorostilbon poortmani,Trochilidae,Caprimulgiformes,3.3,41.2,16.9,12.9,1.5,1.3,4.1,22.2,27.5,66.7,Forest,2,2,Herbivore,Nectarivore,Aerial,153382.66,7.22,-71.82
Chlorostilbon ricordii,Trochilidae,Caprimulgiformes,3.2,53.0,19.5,15.7,1.8,1.8,5.2,45.0,35.5,68.3,Forest,2,1,Herbivore,Nectarivore,Aerial,119014.47,21.85,-78.94
Chlorostilbon russatus,Trochilidae,Caprimulgiformes,3.4,43.5,17.8,13.7,1.7,1.4,4.0,24.8,28.4,65.3,Forest,2,1,Herbivore,Nectarivore,Aerial,27765.98,10.62,-73.35
Chlorostilbon stenurus,Trochilidae,Caprimulgiformes,3.4,42.2,19.2,14.8,1.8,1.4,4.0,24.0,27.7,65.7,Forest,1,1,Herbivore,Nectarivore,Aerial,81621.81,9.4,-70.72
Chlorostilbon swainsonii,Trochilidae,Caprimulgiformes,4.3,54.6,20.1,15.6,2.0,1.8,4.6,39.8,35.9,65.7,Forest,1,1,Herbivore,Nectarivore,Aerial,74117.21,18.91,-71.26
Chrysolampis mosquitus,Trochilidae,Caprimulgiformes,3.9,53.9,20.3,13.4,1.8,1.7,3.6,32.0,36.5,68.0,Forest,2,3,Herbivore,Nectarivore,Aerial,7397775.67,-6.06,-53.18
Clytolaema rubricauda,Trochilidae,Caprimulgiformes,7.9,69.2,25.0,18.6,2.5,2.3,6.3,41.2,43.2,63.0,Forest,1,1,Herbivore,Nectarivore,Aerial,352748.43,-22.16,-44.35
Coeligena albicaudata,Trochilidae,Caprimulgiformes,7.4,77.6,41.3,34.3,2.3,2.2,5.1,49.8,47.7,61.5,Forest,1,1,Herbivore,Nectarivore,Aerial,47030.0,-13.11,-73.16
Coeligena bonapartei,Trochilidae,Caprimulgiformes,6.5,75.2,34.0,28.5,2.3,2.5,6.3,41.8,46.2,61.5,Forest,1,1,Herbivore,Nectarivore,Aerial,16101.23,5.62,-73.34
Coeligena coeligena,Trochilidae,Caprimulgiformes,6.8,72.1,36.2,32.6,2.8,2.6,5.7,47.9,45.6,62.9,Forest,1,1,Herbivore,Nectarivore,Aerial,384714.87,-2.05,-73.45
Coeligena conradii,Trochilidae,Caprimulgiformes,6.7,73.0,39.6,33.8,2.2,2.7,4.8,43.7,47.5,65.1,Forest,1,1,Herbivore,Nectarivore,Aerial,23457.99,8.31,-71.45
Coeligena consita,Trochilidae,Caprimulgiformes,6.5,73.0,37.8,27.6,1.4,3.0,6.4,47.3,45.7,62.6,Forest,1,1,Herbivore,Nectarivore,Aerial,4459.1,10.38,-72.82
Coeligena dichroura,Trochilidae,Caprimulgiformes,7.4,79.5,42.4,36.3,2.1,3.1,5.7,50.3,48.3,60.8,Forest,1,1,Herbivore,Nectarivore,Aerial,65679.34,-8.88,-76.6
Coeligena eisenmanni,Trochilidae,Caprimulgiformes,6.7,73.9,40.4,36.4,2.8,2.8,5.1,47.2,45.4,61.4,Forest,1,1,Herbivore,Nectarivore,Aerial,10746.43,-12.19,-73.46
Coeligena eos,Trochilidae,Caprimulgiformes,6.5,70.6,37.2,32.3,2.4,2.3,4.4,42.8,43.5,61.7,Forest,1,1,Herbivore,Nectarivore,Aerial,14077.69,8.66,-71.06
Coeligena helianthea,Trochilidae,Caprimulgiformes,6.6,71.5,36.1,29.4,2.4,2.2,7.0,46.5,45.4,63.5,Forest,1,1,Herbivore,Nectarivore,Aerial,42112.58,6.61,-73.01
Coeligena inca,Trochilidae,Caprimulgiformes,6.7,73.1,39.0,33.9,2.4,2.7,5.4,46.9,46.0,62.9,Forest,1,1,Herbivore,Nectarivore,Aerial,72818.02,-15.19,-68.6
Coeligena iris,Trochilidae,Caprimulgiformes,6.9,80.1,37.1,27.9,2.4,2.5,6.3,54.2,51.0,63.6,Forest,1,1,Herbivore,Nectarivore,Aerial,80713.59,-5.99,-78.47
Coeligena lutetiae,Trochilidae,Caprimulgiformes,7.3,77.3,40.8,32.6,2.6,2.4,6.2,47.3,49.1,63.5,Forest,1,1,Herbivore,Nectarivore,Aerial,63339.37,0.2,-77.62
Coeligena orina,Trochilidae,Caprimulgiformes,6.5,72.6,37.2,32.9,1.1,1.6,6.2,43.4,44.5,61.5,Forest,1,1,Herbivore,Nectarivore,Aerial,1794.64,5.83,-76.09
Coeligena osculans,Trochilidae,Caprimulgiformes,7.4,75.6,39.3,32.2,2.3,2.6,4.2,51.0,45.5,59.6,Forest,1,1,Herbivore,Nectarivore,Aerial,36300.96,-13.77,-70.53
Coeligena phalerata,Trochilidae,Caprimulgiformes,6.1,70.7,33.4,28.6,1.8,2.0,5.9,44.0,44.1,62.7,Forest,1,1,Herbivore,Nectarivore,Aerial,4729.41,10.77,-73.65
Coeligena prunellei,Trochilidae,Caprimulgiformes,7.0,80.2,32.0,27.0,2.8,2.4,6.0,49.5,49.7,61.9,Forest,1,1,Herbivore,Nectarivore,Aerial,6382.86,5.76,-73.78
Coeligena torquata,Trochilidae,Caprimulgiformes,6.7,74.1,39.2,33.0,2.3,2.1,5.1,46.0,47.6,61.9,Forest,1,1,Herbivore,Nectarivore,Aerial,302874.56,-0.77,-76.27
Coeligena violifer,Trochilidae,Caprimulgiformes,7.4,73.2,38.9,33.2,3.0,2.5,5.1,50.4,44.0,60.0,Forest,1,1,Herbivore,Nectarivore,Aerial,43536.52,-16.72,-66.46
Coeligena wilsoni,Trochilidae,Caprimulgiformes,6.7,71.4,34.7,29.4,2.6,2.3,6.2,46.2,43.8,60.1,Forest,1,1,Herbivore,Nectarivore,Aerial,34158.96,0.96,-78.01
Colibri coruscans,Trochilidae,Caprimulgiformes,6.7,75.4,29.1,22.4,2.9,2.5,5.6,51.4,47.5,62.5,Human Modified,2,1,Herbivore,Nectarivore,Aerial,920400.1,-8.85,-72.0
Colibri delphinae,Trochilidae,Caprimulgiformes,6.4,67.9,19.0,14.8,1.8,2.2,5.3,41.1,43.4,63.8,Forest,1,1,Herbivore,Nectarivore,Aerial,1200069.73,3.19,-69.0
Colibri serrirostris,Trochilidae,Caprimulgiformes,6.7,67.9,24.1,17.9,2.2,2.2,4.3,42.5,41.6,61.6,Shrubland,3,1,Herbivore,Nectarivore,Aerial,2370635.54,-18.19,-49.74
Colibri thalassinus,Trochilidae,Caprimulgiformes,5.9,62.6,23.7,17.3,2.2,2.0,5.6,42.0,38.0,61.5,Forest,2,1,Herbivore,Nectarivore,Aerial,788433.25,6.27,-83.03
Cyanophaia bicolor,Trochilidae,Caprimulgiformes,4.5,59.8,19.3,14.7,2.1,1.7,4.7,37.2,38.6,64.1,Forest,1,1,Herbivore,Nectarivore,Aerial,1906.02,14.96,-61.16
Cynanthus doubledayi,Trochilidae,Caprimulgiformes,3.1,50.2,18.6,16.0,3.0,2.1,7.3,33.8,32.5,64.7,Woodland,3,1,Herbivore,Nectarivore,Aerial,40812.83,16.62,-97.8
Cynanthus latirostris,Trochilidae,Caprimulgiformes,3.1,51.5,21.4,17.9,2.1,1.7,4.3,30.0,33.0,64.0,Woodland,3,1,Herbivore,Nectarivore,Aerial,742897.85,23.96,-104.61
Cynanthus lawrencei,Trochilidae,Caprimulgiformes,3.1,50.2,20.4,17.6,2.8,2.2,3.5,31.0,33.8,67.3,Woodland,3,1,Herbivore,Nectarivore,Aerial,415.34,21.54,-106.51
Cynanthus sordidus,Trochilidae,Caprimulgiformes,4.0,56.1,23.4,18.7,2.3,1.9,4.3,32.6,36.4,65.8,Shrubland,2,1,Herbivore,Nectarivore,Aerial,96193.75,17.61,-98.55
Discosura conversii,Trochilidae,Caprimulgiformes,3.0,42.2,14.4,10.0,1.3,1.3,6.4,42.0,29.2,69.2,Forest,1,1,Herbivore,Nectarivore,Aerial,132865.47,3.73,-78.42
Discosura langsdorffi,Trochilidae,Caprimulgiformes,2.8,35.2,17.6,12.8,1.7,1.7,5.3,66.6,22.8,64.1,Forest,1,1,Herbivore,Nectarivore,Aerial,1980012.6,-5.91,-68.22
Discosura letitiae,Trochilidae,Caprimulgiformes,2.8,37.6,14.3,9.7,0.7,1.1,4.1,36.0,24.5,65.2,Forest,1,1,Herbivore,Nectarivore,Aerial,,,
Discosura longicaudus,Trochilidae,Caprimulgiformes,3.4,42.8,15.4,10.8,1.7,1.7,4.2,37.7,30.4,71.2,Forest,1,1,Herbivore,Nectarivore,Aerial,2150114.71,0.0,-56.77
Discosura popelairii,Trochilidae,Caprimulgiformes,2.5,33.2,15.7,11.7,1.3,1.6,4.1,20.0,21.3,64.8,Forest,1,1,Herbivore,Nectarivore,Aerial,164969.5,-5.47,-76.26
Doricha eliza,Trochilidae,Caprimulgiformes,2.5,38.4,23.1,19.2,1.4,1.3,3.9,31.5,24.4,63.6,Shrubland,2,1,Herbivore,Nectarivore,Aerial,2908.29,20.9,-90.54
Doricha enicura,Trochilidae,Caprimulgiformes,2.4,36.5,21.9,18.0,1.4,1.5,3.8,47.6,24.2,67.6,Woodland,2,1,Herbivore,Nectarivore,Aerial,78586.85,15.28,-90.72
Doryfera johannae,Trochilidae,Caprimulgiformes,4.8,52.8,30.6,25.6,1.9,1.9,5.3,28.2,34.5,65.5,Forest,1,1,Herbivore,Nectarivore,Aerial,459646.35,1.49,-69.26
Doryfera ludovicae,Trochilidae,Caprimulgiformes,6.0,57.4,37.6,30.6,2.8,2.3,5.8,34.7,35.2,61.5,Forest,1,1,Herbivore,Nectarivore,Aerial,387149.16,-2.45,-74.65
Elvira chionura,Trochilidae,Caprimulgiformes,3.0,49.5,17.7,13.7,1.5,1.7,4.4,28.6,33.0,67.8,Forest,1,1,Herbivore,Nectarivore,Aerial,9597.91,8.92,-82.67
Elvira cupreiceps,Trochilidae,Caprimulgiformes,3.0,45.9,16.9,12.3,1.5,1.2,4.3,24.8,30.1,65.7,Forest,1,1,Herbivore,Nectarivore,Aerial,5223.26,10.39,-84.47
Ensifera ensifera,Trochilidae,Caprimulgiformes,11.2,76.3,97.4,87.2,2.5,3.0,4.8,60.5,45.6,58.7,Forest,1,1,Herbivore,Nectarivore,Aerial,398282.99,-4.89,-74.33
Eriocnemis aline,Trochilidae,Caprimulgiformes,4.2,49.6,18.4,15.0,1.7,1.4,6.2,31.8,31.5,63.0,Forest,1,1,Herbivore,Nectarivore,Aerial,68344.27,-2.89,-76.93
Eriocnemis cupreoventris,Trochilidae,Caprimulgiformes,5.3,63.2,21.3,16.6,2.0,1.7,6.6,43.0,37.0,58.8,Forest,2,1,Herbivore,Nectarivore,Aerial,49722.37,6.35,-72.82
Eriocnemis derbyi,Trochilidae,Caprimulgiformes,5.5,56.2,22.9,18.0,1.6,2.0,7.2,32.4,34.8,62.1,Forest,2,1,Herbivore,Nectarivore,Aerial,24535.26,2.49,-76.53
Eriocnemis glaucopoides,Trochilidae,Caprimulgiformes,3.7,50.3,25.0,19.8,1.8,2.1,4.3,38.0,32.1,63.9,Human Modified,2,1,Herbivore,Nectarivore,Aerial,57142.21,-21.13,-64.8
Eriocnemis godini,Trochilidae,Caprimulgiformes,5.1,58.9,23.4,17.6,1.8,1.9,5.6,39.3,35.8,60.7,Forest,1,1,Herbivore,Nectarivore,Aerial,,,
Eriocnemis isabellae,Trochilidae,Caprimulgiformes,4.5,56.9,19.4,16.3,1.6,1.6,5.4,38.6,36.6,64.4,Forest,1,1,Herbivore,Nectarivore,Aerial,44.21,2.26,-77.36
Eriocnemis luciani,Trochilidae,Caprimulgiformes,6.0,71.5,25.5,20.0,2.0,1.9,6.7,58.0,44.0,61.5,Forest,2,1,Herbivore,Nectarivore,Aerial,37958.04,-0.78,-78.41
Eriocnemis mirabilis,Trochilidae,Caprimulgiformes,5.1,51.2,20.3,17.4,1.2,1.2,4.6,34.0,32.5,63.5,Forest,1,1,Herbivore,Nectarivore,Aerial,33.95,2.33,-77.2
Eriocnemis mosquera,Trochilidae,Caprimulgiformes,5.3,73.0,20.9,17.5,2.0,1.6,6.6,56.8,44.8,61.3,Forest,2,1,Herbivore,Nectarivore,Aerial,34835.78,1.01,-77.37
Eriocnemis nigrivestis,Trochilidae,Caprimulgiformes,8.5,56.8,19.3,14.9,1.9,1.6,4.9,35.4,33.5,58.5,Forest,1,1,Herbivore,Nectarivore,Aerial,77.93,0.1,-78.58
Eriocnemis sapphiropygia,Trochilidae,Caprimulgiformes,7.0,67.3,23.8,19.5,2.2,2.6,5.6,43.7,42.9,63.7,Forest,2,1,Herbivore,Nectarivore,Aerial,44638.55,-11.64,-74.07
Eriocnemis vestita,Trochilidae,Caprimulgiformes,4.5,58.5,22.3,16.4,2.0,1.5,6.1,42.1,35.9,61.5,Forest,2,1,Herbivore,Nectarivore,Aerial,97851.28,1.26,-76.42
Eugenes fulgens,Trochilidae,Caprimulgiformes,8.0,72.0,33.9,27.3,2.5,2.8,6.2,45.2,44.0,65.3,Forest,1,2,Herbivore,Nectarivore,Aerial,854518.72,22.91,-102.0
Eulampis holosericeus,Trochilidae,Caprimulgiformes,5.7,59.6,25.4,20.3,2.0,2.2,5.4,34.0,39.4,66.0,Human Modified,2,1,Herbivore,Nectarivore,Aerial,8331.82,15.89,-62.3
Eulampis jugularis,Trochilidae,Caprimulgiformes,8.9,71.7,27.5,21.7,2.6,2.1,6.0,38.6,43.9,62.7,Forest,1,1,Herbivore,Nectarivore,Aerial,5225.96,15.42,-61.42
Eulidia yarrellii,Trochilidae,Caprimulgiformes,2.5,32.9,14.6,10.5,1.3,1.0,3.7,28.2,20.5,61.0,Shrubland,2,1,Herbivore,Nectarivore,Aerial,2154.61,-18.43,-70.0
Eupetomena macroura,Trochilidae,Caprimulgiformes,9.0,69.3,24.6,20.1,3.0,2.8,3.4,85.0,43.8,63.4,Shrubland,3,1,Herbivore,Nectarivore,Aerial,4594117.6,-14.64,-48.41
Eupherusa cyanophrys,Trochilidae,Caprimulgiformes,4.8,58.4,21.6,16.8,2.5,2.2,5.1,35.8,37.3,63.9,Forest,1,1,Herbivore,Nectarivore,Aerial,4063.86,16.15,-96.95
Eupherusa eximia,Trochilidae,Caprimulgiformes,4.3,55.3,19.5,15.0,1.8,1.5,4.5,32.0,34.7,63.5,Forest,1,1,Herbivore,Nectarivore,Aerial,174512.43,14.76,-88.95
Eupherusa nigriventris,Trochilidae,Caprimulgiformes,3.5,46.8,16.1,12.8,1.6,1.7,4.0,27.0,29.5,63.1,Forest,1,1,Herbivore,Nectarivore,Aerial,14338.29,9.32,-82.74
Eupherusa poliocerca,Trochilidae,Caprimulgiformes,4.8,60.6,21.5,15.9,2.3,2.1,5.3,38.2,38.6,64.7,Forest,1,1,Herbivore,Nectarivore,Aerial,3963.35,17.39,-99.81
Eutoxeres aquila,Trochilidae,Caprimulgiformes,10.6,70.5,27.5,23.1,3.6,2.9,6.8,54.0,42.9,60.7,Forest,1,1,Herbivore,Nectarivore,Insessorial,306610.24,1.91,-77.73
Eutoxeres condamini,Trochilidae,Caprimulgiformes,10.8,68.5,24.7,21.9,3.7,3.1,7.4,56.6,40.1,59.3,Forest,1,1,Herbivore,Nectarivore,Insessorial,368098.4,-7.72,-75.18
Florisuga fusca,Trochilidae,Caprimulgiformes,8.0,75.9,25.2,19.1,2.2,2.7,4.2,42.0,48.7,64.8,Forest,2,1,Herbivore,Nectarivore,Aerial,669732.96,-24.25,-47.53
Florisuga mellivora,Trochilidae,Caprimulgiformes,7.4,67.8,23.6,16.7,2.6,2.7,5.0,36.8,43.8,66.1,Forest,1,1,Herbivore,Nectarivore,Aerial,8105538.69,-2.0,-64.64
Glaucis aeneus,Trochilidae,Caprimulgiformes,4.8,52.5,31.4,25.9,2.2,2.6,4.8,33.2,31.8,60.6,Forest,1,1,Herbivore,Nectarivore,Aerial,170965.0,8.77,-81.78
Glaucis dohrnii,Trochilidae,Caprimulgiformes,5.8,62.9,28.4,24.2,2.8,3.1,3.4,39.9,27.8,46.3,Forest,1,1,Herbivore,Nectarivore,Aerial,978.16,-16.91,-39.6
Glaucis hirsutus,Trochilidae,Caprimulgiformes,6.8,58.8,33.1,28.6,3.2,3.5,4.1,39.1,34.8,59.8,Forest,1,1,Herbivore,Nectarivore,Aerial,7820159.95,-4.08,-62.8
Goethalsia bella,Trochilidae,Caprimulgiformes,3.4,51.4,20.2,16.1,2.1,2.8,5.1,33.1,33.8,65.7,Forest,1,1,Herbivore,Nectarivore,Aerial,1893.25,7.76,-77.84
Goldmania violiceps,Trochilidae,Caprimulgiformes,4.1,49.5,21.7,19.0,2.7,2.1,3.7,28.0,32.5,65.8,Forest,1,1,Herbivore,Nectarivore,Aerial,2852.72,8.68,-78.17
Haplophaedia assimilis,Trochilidae,Caprimulgiformes,4.8,57.2,19.7,16.0,1.6,1.8,6.7,39.5,35.2,61.6,Forest,1,1,Herbivore,Nectarivore,Aerial,59077.29,-11.64,-72.62
Haplophaedia aureliae,Trochilidae,Caprimulgiformes,5.2,56.8,21.8,17.5,2.3,2.0,5.7,38.9,34.9,63.2,Forest,1,1,Herbivore,Nectarivore,Aerial,77848.33,2.42,-76.6
Haplophaedia lugens,Trochilidae,Caprimulgiformes,6.9,64.5,19.2,15.6,2.1,1.9,7.6,41.2,39.2,60.9,Forest,1,1,Herbivore,Nectarivore,Aerial,4915.22,0.59,-78.2
Heliactin bilophus,Trochilidae,Caprimulgiformes,4.4,47.8,18.5,12.9,1.5,1.7,4.2,50.2,34.9,72.5,Woodland,2,1,Herbivore,Nectarivore,Aerial,3879596.58,-13.55,-49.44
Heliangelus amethysticollis,Trochilidae,Caprimulgiformes,5.0,62.9,21.4,16.2,2.5,2.2,5.8,43.0,36.7,58.4,Forest,1,1,Herbivore,Nectarivore,Generalist,145627.84,-11.52,-73.54
Heliangelus clarisse,Trochilidae,Caprimulgiformes,5.0,62.3,20.6,17.0,2.2,2.3,5.3,39.6,40.8,65.5,Forest,1,1,Herbivore,Nectarivore,Generalist,49302.27,6.3,-73.03
Heliangelus exortis,Trochilidae,Caprimulgiformes,4.6,60.8,19.8,13.2,1.9,1.9,4.7,40.4,40.2,64.2,Forest,1,1,Herbivore,Nectarivore,Insessorial,64064.87,3.29,-76.06
Heliangelus mavors,Trochilidae,Caprimulgiformes,4.2,63.6,18.2,13.6,2.1,1.7,5.8,41.6,41.8,65.5,Forest,1,1,Herbivore,Nectarivore,Aerial,38610.25,7.28,-72.22
Heliangelus micraster,Trochilidae,Caprimulgiformes,3.9,63.5,16.5,13.0,1.8,1.3,5.3,43.5,39.0,61.4,Forest,1,1,Herbivore,Nectarivore,Aerial,17855.93,-4.61,-79.02
Heliangelus regalis,Trochilidae,Caprimulgiformes,3.6,51.8,18.4,14.1,1.8,1.8,5.4,43.4,33.3,64.3,Forest,2,1,Herbivore,Nectarivore,Aerial,3514.44,-5.61,-78.05
Heliangelus spencei,Trochilidae,Caprimulgiformes,5.0,58.4,18.5,13.8,2.4,1.8,4.1,37.3,37.3,63.9,Forest,1,1,Herbivore,Nectarivore,Generalist,5774.85,8.56,-71.25
Heliangelus strophianus,Trochilidae,Caprimulgiformes,5.5,66.2,17.1,12.8,1.9,1.5,6.2,48.2,42.8,64.4,Forest,1,1,Herbivore,Nectarivore,Aerial,9555.21,-0.72,-78.76
Heliangelus viola,Trochilidae,Caprimulgiformes,5.4,63.2,19.3,12.8,1.8,1.5,6.3,53.2,39.9,63.1,Forest,1,1,Herbivore,Nectarivore,Aerial,35976.8,-4.8,-78.91
Heliodoxa aurescens,Trochilidae,Caprimulgiformes,6.4,61.0,25.3,18.8,2.6,2.7,4.2,34.6,39.9,65.6,Forest,1,1,Herbivore,Nectarivore,Aerial,3600288.83,-5.02,-66.79
Heliodoxa branickii,Trochilidae,Caprimulgiformes,5.2,62.5,25.6,21.2,2.6,2.2,4.9,36.9,41.0,65.7,Forest,1,1,Herbivore,Nectarivore,Aerial,126780.84,-10.98,-74.11
Heliodoxa gularis,Trochilidae,Caprimulgiformes,6.3,63.8,28.0,22.4,2.8,2.5,4.9,37.8,42.0,66.0,Forest,1,1,Herbivore,Nectarivore,Aerial,22626.05,0.05,-77.1
Heliodoxa imperatrix,Trochilidae,Caprimulgiformes,8.8,73.0,33.1,25.8,3.1,2.8,6.6,64.6,46.8,64.7,Forest,1,1,Herbivore,Nectarivore,Insessorial,22063.19,2.5,-77.39
Heliodoxa jacula,Trochilidae,Caprimulgiformes,8.1,70.3,26.4,19.1,2.5,2.8,6.3,44.2,45.7,64.1,Forest,1,1,Herbivore,Nectarivore,Aerial,63656.63,3.67,-79.41
Heliodoxa leadbeateri,Trochilidae,Caprimulgiformes,7.4,67.2,28.9,21.0,2.9,2.1,5.7,45.2,43.0,64.0,Forest,1,1,Herbivore,Nectarivore,Aerial,409940.21,-1.61,-73.44
Heliodoxa rubinoides,Trochilidae,Caprimulgiformes,7.8,69.3,27.7,19.0,2.5,2.3,5.2,43.3,44.1,63.6,Forest,1,1,Herbivore,Nectarivore,Aerial,203573.74,-1.84,-76.09
Heliodoxa schreibersii,Trochilidae,Caprimulgiformes,9.2,69.5,26.8,21.2,3.3,2.9,6.2,49.2,44.1,63.5,Forest,1,1,Herbivore,Nectarivore,Aerial,713038.86,-0.97,-73.18
Heliodoxa whitelyana,Trochilidae,Caprimulgiformes,9.2,60.0,29.5,20.7,3.1,2.5,5.5,47.0,39.8,66.3,Forest,1,1,Herbivore,Nectarivore,Aerial,27170.75,-11.8,-72.97
Heliodoxa xanthogonys,Trochilidae,Caprimulgiformes,7.0,63.0,24.2,17.9,2.2,2.5,5.6,37.5,41.1,65.3,Forest,1,1,Herbivore,Nectarivore,Aerial,222443.1,4.21,-63.89
Heliomaster constantii,Trochilidae,Caprimulgiformes,7.3,62.7,35.8,32.3,2.5,2.7,4.2,35.2,41.5,66.8,Woodland,2,1,Herbivore,Nectarivore,Aerial,554868.14,19.87,-100.02
Heliomaster furcifer,Trochilidae,Caprimulgiformes,5.4,54.1,32.6,26.1,2.0,2.1,5.1,39.2,34.3,63.0,Forest,2,1,Herbivore,Nectarivore,Aerial,2967951.96,-23.13,-58.05
Heliomaster longirostris,Trochilidae,Caprimulgiformes,6.6,58.4,35.0,29.0,2.7,2.7,4.4,30.7,37.0,65.3,Forest,1,1,Herbivore,Nectarivore,Aerial,8290213.63,-2.32,-64.89
Heliomaster squamosus,Trochilidae,Caprimulgiformes,5.9,56.0,32.4,28.4,2.6,2.4,3.1,35.2,35.2,62.2,Forest,1,1,Herbivore,Nectarivore,Aerial,1519261.77,-15.69,-44.88
Heliothryx auritus,Trochilidae,Caprimulgiformes,5.4,64.8,24.1,17.2,2.5,2.4,4.6,54.2,43.1,66.0,Forest,1,1,Herbivore,Nectarivore,Aerial,6893450.96,-4.6,-61.52
Heliothryx barroti,Trochilidae,Caprimulgiformes,5.5,63.8,21.9,16.2,2.2,2.2,4.5,57.0,43.4,68.0,Forest,1,1,Herbivore,Nectarivore,Aerial,491040.04,9.57,-81.72
Hylonympha macrocerca,Trochilidae,Caprimulgiformes,7.3,66.6,27.3,20.5,3.3,2.7,6.3,105.6,44.0,67.4,Forest,1,1,Herbivore,Nectarivore,Aerial,227.61,10.68,-62.32
Klais guimeti,Trochilidae,Caprimulgiformes,2.6,48.4,15.2,10.6,1.3,1.4,5.0,28.4,32.2,66.6,Forest,1,1,Herbivore,Nectarivore,Aerial,471433.43,-0.91,-76.59
Lafresnaya lafresnayi,Trochilidae,Caprimulgiformes,5.3,63.6,29.6,24.9,2.5,1.8,5.7,40.2,38.7,62.4,Forest,1,1,Herbivore,Nectarivore,Aerial,312941.28,-3.12,-75.93
Lampornis amethystinus,Trochilidae,Caprimulgiformes,5.2,65.4,24.6,19.0,2.7,1.9,4.4,41.5,41.5,64.3,Forest,1,1,Herbivore,Nectarivore,Aerial,194597.57,17.74,-96.2
Lampornis calolaemus,Trochilidae,Caprimulgiformes,5.1,62.6,23.5,19.0,2.1,2.5,5.8,36.4,39.8,64.6,Forest,1,1,Herbivore,Nectarivore,Aerial,10988.47,9.78,-83.49
Lampornis castaneoventris,Trochilidae,Caprimulgiformes,5.1,61.0,23.6,18.4,2.2,2.4,5.9,34.8,39.1,64.1,Forest,1,1,Herbivore,Nectarivore,Aerial,1367.41,8.98,-82.71
Lampornis cinereicauda,Trochilidae,Caprimulgiformes,5.1,62.2,23.5,18.0,2.1,2.0,5.3,34.5,40.5,65.1,Forest,1,1,Herbivore,Nectarivore,Aerial,6345.09,9.38,-83.42
